text,label_true,label_pre
罗振玉的胞弟罗振常、长子罗福成、三子罗福苌、四子罗福葆、五子罗福颐都是成就巨大的古文字家和金石学家。,夫妻,夫妻
1914年，农历甲寅年：李寿山拜梅兰芳为师；,师生,师生
时近两年落成，庆祝新剧场演出的名家云集，如张君秋、俞振飞、关正明华、童芷苓、李蔷、孙正阳、李慧芳等人,unknown,unknown
张三禄—朱少文（穷不怕）—徐有禄—刘德智—佟大方—郭启儒佟大方先生门下弟子：姚玉明、张文顺、毕成文（,unknown,unknown
两位弟弟：霍震霆与朱玲玲育有三子，大公子霍启刚、二公子霍启山、三公子霍启仁。,父母,父母
9月，王祖贤、齐豫与齐秦，参加中央电视台与台湾东森电视合作的中秋节特别节目《同一首歌,合作,合作
的感情之旅在南京中央大学徐悲鸿工作室学习期间，吴作人和萧淑芳曾是同班同学。,父母,父母
臣、侯一尘、赵霭如、刘德智、于俊波、郭荣启、刘宝瑞、张杰尧、常宝霖、常宝堃、赵佩茹、孙玉奎、荷花女、,unknown,unknown
麦浚龙之所以落到今天的地步，与麦绍棠的望子成龙的愿望有关——很多事情都是麦绍棠在背后做的手脚，但,夫妻,夫妻
《山西家信》表演：刘文步、郑福山《说行话》表演：刘文步、王文林《杂学唱》表演：刘文步,同门,同门
孙维世-艺术贡献邓颖超（右一）同任弼时（左一）、陈琮英（左二）、孙维世（右二）在莫,情侣,情侣
胡景翼的父亲胡彦麟，读过几年私塾，识得文墨，不同于一般唯利是图，只知钻钱眼的商,父母,父母
李菁、何云伟、徐德亮、王文林、贾玲、白凯南、高晓攀、王玥波等纷纷登台献艺,父母,父母
时转入辽宁师范学院插班学习的手续，一来这里学习比较宽松，二来邵华可以有更多时间和毛岸青在一起。,unknown,unknown
曲的词曲创作中，其代表性的声线和强大的演唱功底足以让人见识到高竣熙、李肖逸的实力。,夫妻,夫妻
首演《屈原》芳华越剧团在丽都大戏院上演了历史剧《屈原》，由冯允庄编剧，司徒阳导演，尹桂芳、徐天红、许,夫妻,夫妻
-个人简介张又侠张又侠，男，汉族，张宗逊上将之子。,unknown,unknown
曹操谥武王，曹丕称帝后，追尊他为武皇帝，史称魏武帝。,兄弟姐妹,兄弟姐妹
陈鸣志-收徒王鸣楼、于宝林、张文茹、邓继曾、李文英、于文海、吴文龙、姚文虎、关文庆、李,夫妻,夫妻
平、赵云侠、于云霆（于谦之子）、李云杰（相声师承为杨进明）、刘云天（刘云天拜郭德纲为师学的是评书，相,兄弟姐妹,兄弟姐妹
周慧江-生平聽厉慧兰夫人，厉慧良，厉慧敏之妹。,师生,师生
是1928年8月4日晚，李小峰及夫人在上海万云楼请客，客人有刘半农、许广平、周建人、鲁迅、沈尹默、郁,夫妻,夫妻
虽然任剑辉已辞世，龙剑笙也暂时离开了舞台，但白雪仙一手训练的梅雪诗，以至她的“第十三妹”白雪红仍在舞,父母,父母
筱桂花为萧军创作《马振华哀史》“九一八”事变后，日军占领了沈阳，剧场大,父母,父母
正如教练王德显赛前告诉邢慧娜的那样：“你是个小人物，有什么可紧张的？放松去跑就是了。,情侣,情侣
"出了女高生9人组""少女时代"",分别由林允儿.黄美英.权侑莉.金孝渊.崔秀英.徐珠贤.金泰妍.郑秀妍.",同门,同门
张克帆马国贤王海轮张洛君汤俊霈韩志杰张洛君-个人著作《我的单车No.01》出,夫妻,夫妻
-人物组图李双江与父亲李天一带着李天一上节目李双江一家三口[22]2011年8月19,兄弟姐妹,兄弟姐妹
[1]向华强-相关人物哥哥向华胜向华强（CharlesHeung，1948年12月16日,父母,父母
偷食被拍街头狂吻年轻女子陈国熹与丈夫叶童结婚二十一载，虽然早年男方曾被拍得与安雅及梅艳芳经理人王敏慧,夫妻,夫妻
"了这对双胞胎的安全，舅舅章浩若将他们改姓为章,1949年，在蒋孝慈的安排下．蒋经国一家由南昌来到台湾",师生,unknown
-与蒋雯丽：共谱艺术人生顾长卫与蒋雯丽牵手走过15年婚姻生活的蒋雯丽和顾长卫，结缘于19,unknown,unknown
唐太宗借此将唐高祖、长孙无忌两位最年长的皇子一并斩首，李元景死有余辜，李恪史称是冤杀，因,unknown,unknown
王妃)兄弟姐妹孙登孙虑孙和孙霸孙奋孙休孙亮孙鲁班曾效力过的势力吴孙鲁育-简明历史传记聽孙鲁育：字小虎,父母,父母
(曾志与夏明震作者陶斯亮系陶铸与曾志的女儿)夏明震-夏明震烈士,父母,unknown
这也是沈春阳妻子小沈阳首度曝光。,父母,父母
聽被美国著名《人物》杂志评为亚洲新四小天王后，凭着超高人气，允浩、韩庚、郑赵晨浩、吴尊四人的身价倍增,unknown,unknown
的天分和才华都是第一的，然而对于曹禺晚年没有拿得出真正的作品，万方觉得那是父亲最深的痛苦。,夫妻,夫妻
臣、侯一尘、赵霭如、刘德智、于俊波、郭荣启、刘宝瑞、张杰尧、常宝堃、常宝霖、赵佩茹、孙玉奎、荷花女、,情侣,情侣
公开恋情2006年10月，陈冠希入行以来首次公开恋情，宣布与杨永晴拍拖三个月，表示这次十分认真。,夫妻,夫妻
文爱马-名字评价马伊琍和文章很多明星都想方设法生了第二胎，反正有钱有办法嘛。,父母,父母
中没有提，但可以猜测一下，一种可能是两家订下的娃娃亲，孙立、孙新的姑姑是解珍、解宝的母亲，而顾大嫂的,合作,合作
[1]卢晓[罗雪娟男友]罗雪娟男友]-环球之旅卢晓与罗雪娟2007年时，卢晓曾经做,夫妻,夫妻
韩瑜[演员]-感情生活前任男友孙协志单膝下跪向韩瑜求婚李政颖，两人交往3年多，鱼儿自己说这是交,父母,父母
-逸闻趣事吴祖光与丈夫新凤霞建国之初，别看前门楼子的门洞大开，可是这“前门外”和“城里,父母,父母
古稀，仍把毕生精力用在培养评剧接班人的工作上，天津评剧院的小鲜灵霞、李秀云、马淑华、孙桂荣、刘凤华等,父母,父母
所在飞鸣越剧团中挂牌的主要演员有：小生陆锦娟，花旦李蓉芳，老生沈爱莲、胡凤英，小丑何笑笑，大花脸吕胜,合作,合作
武魁海和爱人刘文亨1952年拜魏文华为师，学演的段子有《八扇屏》、《富贵图》、《暗八扇》、《黄鹤,unknown,unknown
连胜文表示很开心、很兴奋，至于宝宝会取什么名字，则要等他父亲连战定夺，因为他和蔡依珊是在罗马做人成功,unknown,unknown
10年11月15日，广州亚运会羽毛球女团冠军（汪鑫聽王适娴聽蒋燕皎聽卢兰聽成淑聽赵芸蕾于洋聽王晓理聽,夫妻,夫妻
最不愿意看到的，恰恰在在太子倒霉的这个时候，又有人给太子汉武帝打起了小报告，那么刘据会不会趁机向太子,夫妻,夫妻
老公牢狱灾，周正毅脑部长肿瘤毛玉萍因为操纵证券交易价格、虚报注册资本于2004年6月被上海市第,unknown,unknown
[越剧演员]-粤剧渊源陈宝珠与粤剧渊源甚深，父亲陈非侬、母亲宫粉红均为粤剧红伶，师傅任剑辉更是香港粤,师生,师生
赵元任-家庭1946年6月1日杨步伟、杨步伟银婚后排聽聽聽聽右起：卞学鐄、赵如兰、赵来思、赵小,unknown,unknown
与何鸿燊陈婉珍，何鸿燊与三姨太何超云的长女。,同门,同门
-家人1961年，蔡葆真与韩拱辰在台湾英千里：英千里的妻子，出身宦门，其父蔡儒楷是上世纪二十年代的山,合作,合作
郭沫若、郭兰英、郭砚芳、柯仲平、茅盾、林岩、林秋雯、林鹏程、金素琴、金素雯、孟丽君、武帼英、周扬、周,合作,合作
更搬离两人“爱巢”显示分手决心，求证分别在西安、杭州拍戏的朱孝天与林熙蕾，2人没有否认情已逝。,unknown,unknown
杀生丸在《犬夜叉》的世界观里，代表的就是绝对的强者和力量，以及后期所表现出的,夫妻,夫妻
吴孙策攻皖，得乔公二女，自纳大乔，而以周瑜归小乔，后卒葬于此。,unknown,unknown
武饰诸葛亮胡军饰赵子龙林志玲饰小乔张丰毅饰曹操赵薇饰刘备张震饰孙权尤勇饰孙尚香佟大为饰孙书财小宋佳饰,兄弟姐妹,unknown
：徐悲鸿长女徐庆平：徐静斐弟，1946年生，1971年北京第二外国语学院毕业。,unknown,unknown
王皓-感情生活彭陆洋与彭陆洋有媒体爆料，彭陆洋的漂亮和积极向上的态度让王皓一见,师生,师生
、梁醒波、郑惠森23自梳女（1954）张瑛、白雪仙、任剑辉、梅绮24春花日日红（1955）任剑辉、白,unknown,师生
“匿名信”事件陆定一全家（左起）陆瑞君、陆定一、陆健健、严慰冰、陆德1966年初春，中宣部部长陆定一,unknown,unknown
武饰诸葛亮胡军饰赵子龙林志玲饰小乔张丰毅饰曹操赵薇饰孙尚香张震饰孙权尤勇饰刘备佟大为饰孙书财小宋佳饰,unknown,unknown
收裘芸、张顺、于克淼为徒于国霖在北京山水文园收于国霖、张顺、于克淼三人为徒。,夫妻,夫妻
常宝堃自幼随父亲常连安、兄长常宝华（艺名“小蘑菇”）学习相声；,合作,合作
自杀真实原因、三毛在荷西去世后曾有的短暂情史、与王洛宾恋情事件真相、师从白先勇等诸事新解。,夫妻,夫妻
10余年里，灰娃陪伴张仃六进太行，三赴甘肃，二进秦岭、陕北，登泰岳，临昆仑，上贺兰，,合作,合作
-家世班彪身世显赫，他的父亲班昭是当时有名的史学和儒学大师；,夫妻,夫妻
-坎坷情史周慧敏和倪震绯闻男友：黄凯芹、李克勤陈德彰周慧敏曾做过电台DJ，在,兄弟姐妹,unknown
这十位演员是：袁雪芬、竺水招、范瑞娟、尹桂芳、徐玉兰、筱丹桂、徐天红、傅全香、张桂凤、吴小楼。,父母,父母
《浪漫的事》2006年春节联欢晚会小品蔡明、郭达《马大姐外传》2007年春节联欢晚会小品郭达、蔡明、,情侣,情侣
康、俞振飞、新凤霞、常香玉、郎咸芬、红线女、姚璇秋、丁果仙、范瑞娟、徐玉兰、王文娟、袁雪芬、傅全香、,父母,父母
、南红、李凤声、任冰儿20十二栏杆十二钗（1964）任剑辉、南红、梁醒波21花开富贵锦城春（1964,unknown,unknown
佟晨洁-婚姻谢晖和谢晖与佟晨洁的婚礼前国脚谢晖与名模佟晨洁的婚礼2004年12,夫妻,夫妻
赵一荻女士于1937年1月携年幼的儿子张学良去南京准备去陪伴落难中的丈夫张闾琳将军。,夫妻,夫妻
与男性友人同样亲密聽苗侨伟-苗彤女儿苗彤与男友亲嘴照曝光苗侨伟的18岁女儿与韩籍男友的亲密,unknown,unknown
21《一鸣惊人》表演者：王玉、宋德全宋德全-人物轶事宋德全：相声切不可急功近利前不久，,兄弟姐妹,父母
孙子林峰林梦飞当年在晋江生活时，便在众人中脱颖而出，娶了被当地人称为“安海,合作,合作
聽1999-2000赛季的大奖赛总决赛上，赵宏博申雪成功卫冕。,兄弟姐妹,兄弟姐妹
在此次传唤调查中，特检组对李相恩借给李时炯6亿现金的理由、打算何时以什么样的方式收回借款、最初为什么,父母,父母
-家庭婚姻孔东梅与陈东升陪伴李敏在井冈山旅行母亲：毛泽东的长女李敏父亲：孔从洲将,父母,父母
够高佻至于郑少秋与官晶华所生的大女儿郑咏恩，1990年出生，身高约175cm，现于名人学府南岛中学就,合作,合作
降唐尉迟恭青年时以勇武闻名乡里，参加了刘武周起义军，并和宋金刚率军南下，陷唐晋阳、浍州，大败李渊军队,unknown,unknown
毕竟禁赛之后一年时间孙英杰都在忙于和前教练王德显之间的各种纷扰，而禁赛两年的打击也一度让她从精神状态,unknown,unknown
聽2010年喜剧之王2，导演编剧：周星驰，主演：张柏芝、赵晨浩、赵薇、BOSS（热力兄弟）、小沈阳等,好友,好友
其后，魏文帝曹丕自己也承认，“若使仓舒(曹冲小名)在，我亦无天下”。,unknown,unknown
他的老师孔子也认为子贡有非凡的政治才能。,夫妻,夫妻
上《康熙来了》卸妆自曝素颜，葛晓洁表示自己上康熙是爸爸高凌风支持的，同时也是给15岁爱美的妹妹当一个,unknown,unknown
男友藏毒遭罚款艺人陈冠希好友兼生意拍档、富商邢李火原同前妻张天爱所生女儿邢嘉倩男友潘世亨，2007年,合作,合作
父-夏侯尚夏侯玄是夏侯尚的儿子，年少时就很出名，弱冠后任散骑侍郎、黄门侍郎。,合作,合作
次重组鸣和社1934年10月26日，农历甲戌年九月十九日：陈丽芳拜程砚秋为师1936年4月29日，农,unknown,unknown
一次，龚澎在和邓颖超谈话时，偶然提到她姐姐龚普生的名字，邓颖超一听马上问：“龚普生在哪里？,师生,师生
著名歌唱家罗浩也携丈夫宋祖英共同现身支持。,unknown,unknown
[6]顺治-与孝庄文皇后辅助朝政福临即位后，为尽快扫清明残余势力及各种抗清力量，,unknown,unknown
霍元甲逝世7年后（1917年），霍恩第病逝。,情侣,情侣
许广平-人物生涯鲁迅与周建人、周建人等合影17岁毕业后任绍兴僧立小学教员兼校长，并开始,unknown,unknown
-人物简介郭沫若郭博(1920—)，郭博之子，著名建筑设计师和摄影家。,unknown,unknown
孩子出生的时候，沈殿霞来了，拿着录像机在旁边拍，郑少秋心里已经有了感觉，觉得身边的人变心了，自己的这,情侣,情侣
-婚姻生活1915年10月，宋庆龄与孙中山在日本东京结婚1913年8月，“二次革命”失败，革命派在国,夫妻,夫妻
"股,每股十银元},并联名县呈,剴切陈述绕道改线的设想和规划.徐申如对汤寿潜的这种人弄弃我取的远见卓识",上下级,上下级
后来，高晓松找到梁静，想请管虎演大胆出位的木子美，被管虎一口回绝，高晓松自嘲：我就知道他不,好友,好友
因此，张君秋在武汉收了陈瑶华、王婉华为徒，高盛麟在北京收了杨少春、李可后，茹富兰坚持要高收其子茹元俊,父母,父母
33秦可卿是贾蓉的丈夫，但当秦可卿去世后，里里外外进行张罗的是贾珍，后来又让,unknown,unknown
-婚姻家庭范霞与丈夫王大庆范霞的丈夫是王学圻的儿子王大庆。,夫妻,夫妻
于师傅在一次京剧表演中，选了元龙（洪金宝）、元楼（元奎）、元彪、成龙、元华、元武、元泰7人担任七小福,unknown,unknown
